,DH,DZDM,Cu,Zn,Ni,Pb,Ag,Co,Mo,W,As,Sb,Bi,Hg,Au,Sn,Sum,Geo_object
16616,1174b3,4,11.2,46.1,7.6,13.3,0.046,4.3,0.68,1.2,8.7,0.62,0.16,0.0075,0.0011,1.3,102.7,SPSE1
16617,1174c1,4,5.9,37.6,9.7,21.1,0.046,4.4,2.76,1.84,10.2,0.79,0.1,0.0066,0.0008,2.4,103.4,SPSE1
16618,1174c2,4,26.4,49.8,14.1,16.7,0.076,4.6,0.82,2.08,7.3,1.1,0.19,0.0108,0.0008,2.6,136.6,SPSE1
16619,1174c3,4,10.9,49.4,13.4,18.3,0.049,5.8,0.96,1.6,8,0.8,0.11,0.0088,0.0021,2,120.1,SPSE1
16620,1174d1,4,9.7,51.2,17.6,25,0.06,4.7,2,2.08,20.6,2.22,0.12,0.0132,0.0013,2.4,150.9,SPSE1
16621,1174d2,4,9.2,53.7,10.5,22.1,0.047,5.1,0.56,1.92,11.4,4.32,0.16,0.0124,0.001,2.5,133.9,SPSE1
16622,1175a1,4,20.9,67.9,15.4,15.7,0.056,9.1,0.64,1.76,9.7,1.54,0.08,0.0143,0.0008,2.2,159.3,SPSE1
16623,1175a2,4,5.6,47,12.6,21.8,0.056,6,0.64,2.88,6.2,0.67,0.1,0.0094,0.001,2.4,115.3,SPSE1
16624,1175b1,4,7.3,41.7,12.6,20.6,0.076,5.6,1.16,2.4,7.7,0.71,0.15,0.0101,0.0009,2.4,112.5,SPSE1
16625,1175b2,4,52.9,73.5,36.2,14.8,0.06,14.5,0.82,2.24,18.2,2.48,0.08,0.0151,0.0011,1.6,232.5,SPSE1
16626,1175c1,4,38.9,80.1,49.3,13.4,0.068,16.3,0.6,0.8,9.4,1.54,0.08,0.0122,0.0008,1.9,224.6,SPSE1
16627,1175c2,4,33.5,74.9,41.4,12.1,0.079,17.2,1.8,1.04,46.7,1.6,0.11,0.0226,0.0007,1.7,254.7,SPSE1
16628,1175c3,4,42.6,87.9,52.8,15.7,0.06,16.3,0.6,0.72,7.8,1.58,0.08,0.0146,0.0009,2.1,242.8,SPSE1
16629,1175d1,4,20.9,68.8,40.3,18.4,0.041,10.7,0.56,1.6,14,1.17,0.08,0.0153,0.001,1.7,193.6,SPSE1
16630,1183b1,4,14.8,53,17.3,14.9,0.085,7.9,0.76,2.96,15.2,1.75,0.15,0.0282,0.0009,2.2,159.2,SPSE1
16631,1184a1,4,30.1,47.7,15,17.8,0.087,8.2,0.52,1.52,18.1,2.04,0.17,0.0135,0.0011,1.9,156.6,SPSE1
16632,1184b1,4,16.3,48.4,19.3,15.2,0.049,11.3,4.72,4.88,88,17.8,0.08,0.0726,0.0009,1.4,300,SPSE1
16633,1184c2,4,4.5,38.6,2.7,16.9,0.032,4,0.4,1.36,3.7,0.45,0.16,0.0117,0.0008,1.2,85.7,SPSE1
16634,1184c3,4,17.1,47.5,11.9,11.7,0.052,9.1,0.4,2.96,16.9,0.99,0.11,0.0192,0.0014,1.6,139.5,SPSE1
16635,1184d1,4,7,41.1,9.4,21.6,0.049,4.4,0.52,1.68,13.4,1.26,0.06,0.019,0.001,2.4,121.9,SPSE1
16636,1184d2,4,6.4,42,11.3,16.6,0.058,4,1,2.16,13.5,0.86,0.08,0.0171,0.0008,1.8,116.9,SPSE1
16637,1185a1,4,40,90.1,56.2,11.9,0.064,14.9,0.82,0.96,22.7,2.22,0.08,0.0137,0.001,1.6,255.2,SPSE1
16638,1185a2,4,8.4,45.9,13.6,15.2,0.049,4.6,0.72,1.76,6.9,0.63,0.08,0.0115,0.0007,3.1,112.4,SPSE1
16639,1185a3,4,18.4,57.5,19,17.8,0.052,10.4,0.72,2.24,15.9,1.89,0.15,0.0157,0.0011,2.2,162,SPSE1
16640,1185b1,4,36.8,93.9,54.7,9.2,0.057,15.6,0.56,0.96,16.3,3.02,0.06,0.0164,0.001,1.5,249.1,SPSE1
16641,1185c1,4,17.2,66.7,15.4,15.8,0.054,7.9,1.62,4.68,25.4,2.28,0.11,0.029,0.0011,2.6,188.7,SPSE1
16642,1185c2,4,11.8,59.3,11.3,21,0.068,6.3,1.06,2.24,51.6,1.07,0.11,0.0145,0.0008,2.5,182.8,SPSE1
16643,1185d1,4,14.8,55.7,16.1,17.3,0.071,7.1,1.12,1.92,22.7,1.28,0.12,0.0121,0.001,2.6,152.9,SPSE1
16644,1186a1,4,43.4,91.3,64,9.9,0.078,19.4,0.44,0.96,11,1.14,0.06,0.0138,0.0011,2.4,257.9,SPSE1
16645,1186a2,4,44.6,90.5,52.5,12.7,0.043,10.5,0.64,0.96,13.9,2.06,0.08,0.0207,0.0009,1.9,251.1,SPSE1
16646,1186c1,4,44,72.5,49.9,12,0.084,18.6,0.56,0.96,19.7,2.1,0.08,0.0217,0.0011,1.9,244.1,SPSE1
16647,1199a2,4,9.5,81.6,13.2,16.1,0.057,6.7,0.56,1.12,58,1.08,0.04,0.0082,0.0011,2.2,198.4,SPSE1
16648,1199b1,4,6.3,51.3,9.9,18.1,0.056,7.1,5.48,1.52,99.6,3.22,0.06,0.0088,0.0011,2.5,213.9,SPSE1
16649,1199d1,4,8,40.9,10.2,18.8,0.045,6.7,0.48,1.44,5.5,1.23,0.06,0.0251,0.001,2.3,120.8,SPSE1
16650,1199d4,4,6.7,46.7,9.3,21.8,0.046,7.1,0.72,1.2,5.3,0.7,0.06,0.0117,0.0011,2.5,113.8,SPSE1
16651,1200a1,4,6.5,40.3,9.6,18.7,0.044,5.4,0.4,1.2,5.8,0.75,0.09,0.0208,0.0009,2.1,111.7,SPSE1
16652,1200a2,4,11.4,56.8,11.6,16,0.094,9.8,1.84,1.6,16.5,1.37,0.09,0.0233,0.0008,2.6,153,SPSE1
16653,1200a3,4,10.5,53.8,12.9,15.7,0.068,8,0.84,2.08,20.9,1.25,0.04,0.0111,0.0011,2.7,139.9,SPSE1
16654,1200b1,4,13.1,52.9,12.3,18.4,0.067,7.3,0.88,2.4,24.8,1.42,0.16,0.0144,0.001,2.7,150.8,SPSE1
14000,085d2,14,10,46.4,23.1,9.3,0.047,7.7,0.68,0.97,10.5,0.69,0.27,0.0212,0.0012,2.63,133.5,SPNW
14001,086c2,14,31.2,61.8,21,7.8,0.042,6.3,0.91,1.23,31.2,1.61,0.29,0.0144,0.0015,2.18,180,SPNW
14002,098d2,14,8.5,67.8,9.7,14.3,0.103,9.1,0.86,4.41,15,1.86,0.33,0.0057,0.0014,3.45,141.1,SPNW
14003,099b1,14,30.9,125.8,45.2,24,0.082,11.7,0.51,1.72,13.5,1.4,0.28,0.0222,0.0014,4.66,282,SPNW
14004,099c1,14,20.8,143,13.2,26.3,0.483,13.6,2.02,14.6,58.4,3.43,0.11,0.0195,0.003,3.37,318.8,SPNW
14005,099c2,14,29.8,111.8,43.7,28.3,0.059,10.9,0.66,4.45,9.6,0.7,0.35,0.0284,0.0021,4.17,272.9,SPNW
14006,099d2,14,13.9,99.7,30.2,16.4,0.07,8.6,0.62,2.22,17.6,0.77,0.2,0.0391,0.0013,4.02,233.4,SPNW
14007,100a2,14,10.2,92.8,35.2,27.4,0.086,9.6,0.41,1.95,19.5,1.93,0.25,0.0204,0.0015,3.4,223.1,SPNW
14008,100b1,14,32.7,79.3,30.5,12.1,0.055,5.1,1.01,2.07,16.2,1.92,0.14,0.0159,0.0013,2.47,199.5,SPNW
14009,113b2,14,12.9,118.5,5.9,18.6,0.054,8.2,1.05,2.23,27.8,1.62,0.22,0.0141,0.0014,4.1,215.3,SPNW
14010,041b1,3,25.6,109.7,43.5,17.9,0.079,12.5,0.98,1.94,15.2,0.53,0.37,0.014,0.0012,4.06,246.4,SPNW
14011,041c1,3,14.5,60.2,20.9,7.7,0.082,7.3,0.56,1.63,51,0.68,0.23,0.0084,0.0012,2.79,176,SPNW
14012,041c2,3,16.5,164.2,20.3,28.4,0.18,8.1,0.89,1.12,29.4,1.14,0.22,0.0084,0.0012,7.25,286.1,SPNW
14013,041d1,3,9.8,46.8,3.9,21,0.174,3.3,1.18,0.99,331,2.14,0.97,0.0093,0.0011,3.6,434.2,SPNW
14014,041d2,3,28.2,103.3,48,17.2,0.088,10.6,1,1.68,84.6,2.14,0.56,0.0112,0.0013,4.04,312.6,SPNW
14015,041d3,3,30.2,102.9,45.3,22.3,0.129,11.3,2.15,1.36,53.5,1.7,0.42,0.0112,0.0013,4.59,287.1,SPNW
14016,042a1,3,20.5,87.8,39.4,16.5,0.084,9.6,0.87,1.1,15.4,0.91,0.25,0.0102,0.0018,3.64,206.3,SPNW
14017,042a2,3,15.3,124.5,24.6,141.1,0.171,7.9,0.6,1.4,13.7,0.59,0.46,0.0093,0.0014,3.01,342.6,SPNW
14018,042b2,3,20.3,75.4,26,16.1,0.098,9.1,0.89,1.44,15.9,1.41,0.34,0.0093,0.0015,3.27,179.5,SPNW
14019,042c1,3,40,136.4,50.9,17.4,0.098,10.7,1.37,1.51,55.8,2.7,0.51,0.0102,0.0013,4.39,332,SPNW
14020,042c2,3,27.7,119.8,36.7,25.2,0.075,11.4,1.19,1.56,34.4,1.81,0.36,0.014,0.001,3.89,278.1,SPNW
14021,042c3,3,8.7,43.5,15.1,18.4,0.08,11,1.28,1.98,13.9,0.76,0.71,0.013,0.001,3.11,131.5,SPNW
14022,042d2,3,12,67,18.5,17.1,0.105,11.1,2.65,0.42,13.2,1.42,0.52,0.013,0.0014,3.12,160.1,SPNW
14023,050b1,3,17.4,104.9,25.5,20.6,0.153,10.7,1.06,1.44,20,1.01,0.46,0.0146,0.0013,4.2,222,SPNW
14024,050c1,3,23.8,260.1,24,118.4,0.277,14.1,0.98,1.65,18.8,1.13,0.21,0.0108,0.0014,5.47,479.7,SPNW
14025,050d1,3,21.7,95.1,20.1,23.8,0.162,9.4,1.1,1.98,37,0.86,0.57,0.0094,0.0014,5.73,226.9,SPNW
14026,050d2,3,21.5,85.8,31,18.6,0.107,10.9,0.83,2.14,26.2,0.48,0.42,0.0068,0.0013,3.72,208.5,SPNW
14027,050d3,3,23.8,95.4,24.3,18.9,0.075,12.7,0.98,2.55,15.6,0.7,0.42,0.0082,0.0015,4.22,207.8,SPNW
14028,051a1,3,23.1,78.3,20.2,18.5,0.101,9.2,0.99,2.26,33.2,1.58,0.73,0.0108,0.0027,3.84,202.8,SPNW
14029,051a2,3,23.7,85.2,22.4,24.4,0.127,11.6,1.19,2.45,53.6,1.73,0.42,0.0068,0.0013,3.83,237.4,SPNW
14030,051a3,3,21.4,85.8,20,16.5,0.115,9.3,1.01,1.93,33.2,1.24,0.38,0.0082,0.001,4.16,203.2,SPNW
14031,051b1,3,23.6,129,41,20.1,0.088,12.6,0.88,2.34,23.4,0.77,0.38,0.016,0.0015,3.48,273.6,SPNW
14032,051b2,3,42.7,128.2,55.6,29,0.12,14.3,2.23,2.4,27.5,1.83,0.4,0.0108,0.0013,4.41,319.5,SPNW
14033,051c1,3,24.8,106.4,36.7,20.5,0.125,10.6,1.64,1.53,12.5,1.31,0.16,0.012,0.0015,2.94,231.2,SPNW
14034,051c2,3,70,123.5,80.4,8.8,0.157,25.5,18.28,2.9,536,2.57,0.19,0.016,0.0014,2.39,886.7,SPNW
14035,051d1,3,29.3,139.3,57,21.9,0.116,14.7,1.02,2.35,15.6,1.27,0.44,0.0094,0.0015,3.81,296.2,SPNW
14036,051d2,3,8.3,105.6,41.4,19.9,0.089,12,1.04,1.17,13.4,0.57,0.31,0.0108,0.0014,3.2,217.8,SPNW
14037,051d3,3,12.7,116.6,38.9,23.1,0.09,11.9,0.68,1.34,18.8,0.88,0.25,0.0316,0.0013,3.18,260,SPNW
14038,052a2,3,36.4,129.7,52.5,15.3,0.112,15.1,0.92,1.4,23.4,0.9,0.14,0.0173,0.0016,3.42,296.6,SPNW
14039,052a3,3,72.8,117.5,39.7,5.6,0.07,17.7,1.17,4.59,51.9,1.2,0.23,0.0186,0.0014,2.26,333.3,SPNW
14040,052c1,3,57.4,85.4,59,3.8,0.16,16.3,88.56,0.95,45.8,2.65,0.14,0.0225,0.0015,1.93,384.6,SPNW
14041,059b1,3,31.9,99.9,43.2,21.5,0.07,14.9,0.91,3.07,24.8,0.69,0.48,0.0056,0.0014,5.45,252.5,SPNW
14042,059c1,3,25,141.3,50.7,20.9,0.05,15.8,1.12,2.26,22.7,1.9,0.52,0.016,0.0016,4.23,302.5,SPNW
14043,059d1,3,24.9,88.7,40.7,18.7,0.144,10.7,0.87,1.72,27.3,1.88,0.42,0.0082,0.0016,4.17,228.4,SPNW
14044,059d2,3,24.3,103.4,30.6,17.1,0.046,11.4,0.98,1.6,20,1.83,0.54,0.0094,0.0015,4.41,225.6,SPNW
14045,059d3,3,28.6,118.5,41.7,21,0.075,12.3,0.88,2,15.4,1.3,0.59,0.0094,0.002,4.63,256.4,SPNW
14046,060a1,3,22,108.4,33.9,14.5,0.05,16.2,0.79,1.62,33.2,1.69,0.63,0.0108,0.0014,4.17,248,SPNW
14047,060a2,3,46.8,109.7,47.3,27.4,0.047,13,1.56,3.62,91,4.07,0.52,0.0068,0.0013,3.98,355.8,SPNW
14048,060a3,3,17.1,79.5,20.2,33.4,0.172,6.6,0.45,1.76,41.5,0.94,0.57,0.0056,0.0015,8.06,215.9,SPNW
14049,060b1,3,21.4,75.8,27.5,12.6,0.09,11.5,0.46,1.88,23.4,1.58,0.36,0.0056,0.0014,3.36,185.5,SPNW
14050,060b2,3,17.2,92.5,29.7,20.6,0.067,13.6,0.72,0.93,18.2,0.57,0.21,0.0134,0.0013,4.35,212,SPNW
14051,060c1,3,22.4,96.8,41.4,24.5,0.052,14.7,0.98,2.06,24.8,3.56,0.42,0.0134,0.0014,4.42,249.5,SPNW
14052,060c2,3,16.2,65.1,21.3,11.5,0.099,5.6,0.53,1.57,45.8,1.81,0.33,0.0056,0.0013,2.2,177.6,SPNW
14053,060d1,3,24.9,120.5,45.2,24.2,0.108,15.7,1.9,1.93,22.9,1.7,0.42,0.0068,0.0014,4.33,270.6,SPNW
14054,060d2,3,19.4,99.2,42.7,22.8,0.046,13.7,0.94,2.06,64.6,4.59,0.65,0.0094,0.0014,3.7,283.8,SPNW
14055,060d3,3,14.5,59.1,21.3,21.1,0.084,6.2,0.92,1.11,27.3,1.75,0.4,0.0094,0.0013,3.08,166.2,SPNW
14056,061a1,3,28.4,129.5,63.9,20,0.061,14.1,1.33,2.05,18.2,1.97,0.46,0.0108,0.0017,4.25,295,SPNW
14057,061a2,3,19.8,53.4,30.1,14.2,0.053,9.2,0.41,2.1,16.3,0.97,0.32,0.0082,0.002,2.62,157.7,SPNW
14058,061a3,3,15,44.2,21.2,9.2,0.043,6.7,0.25,1.82,31.8,1.24,0.4,0.0134,0.0029,12.9,158.2,SPNW
14059,061b2,3,29.7,84.4,45.4,13,0.07,14.7,0.84,1.57,18.5,1.9,0.36,0.0134,0.0016,4.26,228.1,SPNW
14060,061c1,3,49.5,183.9,52.4,28,0.085,16.3,0.88,1.67,23.6,2.25,0.4,0.0134,0.002,4.92,377.3,SPNW
14061,068d1,3,6.5,57.4,8.3,20.1,0.165,3.7,0.89,2.6,49,0.97,0.66,0.0103,0.0014,3.18,163.8,SPNW
14062,068d2,3,8.5,68.9,14.5,15.2,0.074,5.4,0.42,3.05,27.2,1.66,0.48,0.0126,0.0013,3.51,161.5,SPNW
14063,069a1,3,7.5,59.1,15.4,16,0.072,6,0.52,2.05,4.5,0.95,0.45,0.0111,0.0013,3.25,126.9,SPNW
14064,069a2,3,25.5,174.1,48.9,20.6,0.079,15.2,0.66,2.07,21,1.35,0.64,0.0126,0.0014,5.02,327.7,SPNW
14065,069b1,3,10.7,52.3,9.2,10,0.083,4.3,0.38,1.9,8.9,1.46,0.43,0.0096,0.0013,3.1,112.4,SPNW
14066,069b2,3,14.7,67.2,13.2,14,0.058,4.3,0.5,1.53,3,1.34,0.37,0.0088,0.0012,3.02,132,SPNW
14067,069c1,3,4.6,38.4,8.9,5.8,0.032,2.1,0.4,1.8,2.7,0.98,0.24,0.0096,0.0013,2.45,78,SPNW
14068,069c2,3,12.9,88.2,33,9.7,0.111,17.1,0.7,1.08,7.4,0.8,0.17,0.0133,0.0014,4.12,188.6,SPNW
14069,069d1,3,20.8,109.9,40.1,14.8,0.12,13.1,0.89,4.56,13,1.63,0.29,0.0118,0.0013,3.9,234.9,SPNW
14070,069d2,3,20.3,122.4,18.4,12.4,0.071,8.9,0.53,1.05,10.2,1,0.25,0.0156,0.0014,3.76,214.9,SPNW
14071,069d3,3,13.8,132.1,13.8,20.1,0.141,6.9,1.01,2.34,4.9,0.59,0.34,0.0111,0.0013,4.48,211.6,SPNW
14072,070a1,3,13.7,68.8,12,15.5,0.065,4.4,0.51,1.85,6.2,1.38,0.44,0.0118,0.0015,3.17,139.8,SPNW
14073,070a2,3,8.4,50.8,12,13.3,0.048,4.5,0.25,2.33,13.6,1.87,0.2,0.0103,0.0013,2.94,120.5,SPNW
14074,070a3,3,5.4,52.3,6.3,6,0.054,3.1,0.53,1.71,39.6,0.85,0.22,0.0096,0.0012,3.97,129.6,SPNW
14075,070b1,3,10,101.8,15.8,14.4,0.066,6.5,1.17,1.67,4.2,2.22,0.25,0.0096,0.0013,4.17,171.8,SPNW
14076,070b2,3,13.8,126.3,17,16.1,0.071,9.7,1.23,7.55,43.2,3.36,0.2,0.0133,0.0014,4.35,256.2,SPNW
14077,070c1,3,14.5,105.6,16.1,17,0.08,7.5,0.55,3.93,4.9,4.36,0.32,0.0133,0.0012,3.98,192.1,SPNW
14078,070c2,3,15.3,103.4,15.3,9.4,0.103,10.8,1.25,2.59,20.2,1.33,0.35,0.0133,0.0018,3.83,197.2,SPNW
14079,070d1,3,14.1,119.6,15.4,8.8,0.075,8.4,0.92,1.38,9.1,0.76,0.25,0.0163,0.0012,3.94,199,SPNW
14080,070d2,3,13.9,130.1,8.3,12.2,0.094,14.9,3.21,1.02,83.6,3.04,0.26,0.0133,0.002,4.57,288.5,SPNW
14081,071a2,3,11.5,102.6,11.4,7,0.086,5.8,0.5,1.7,7.1,0.43,0.17,0.0141,0.0019,3.98,166.4,SPNW
14082,071c1,3,11.1,261.3,5.7,25.2,0.051,13,2.02,1.02,38.4,2.03,0.25,0.0201,0.0014,4.27,384.4,SPNW
14083,082d1,3,45.2,147.2,59.4,29,0.068,21.6,0.73,2.77,34,5.35,0.49,0.0135,0.0011,4.3,363.6,SPNW
14084,082d2,3,15,66.8,23.5,15.4,0.118,8.5,0.55,3.35,10.7,2.23,0.34,0.0087,0.0015,3.52,158.7,SPNW
14085,083a1,3,12.9,48.5,21.1,14.7,0.135,11.3,0.49,4.84,5.3,2.66,0.39,0.0106,0.0015,2.9,135.8,SPNW
14086,083a2,3,14,50.1,16,15.2,0.752,8.9,0.61,2.13,14.4,1.14,0.35,0.0106,0.0012,3.09,137.3,SPNW
14087,083b1,3,13,56.3,22.1,15.9,0.189,9.7,0.63,2.3,27.4,2.43,0.45,0.0125,0.0014,3.26,166.2,SPNW
14088,083b2,3,9.9,45.1,17.2,12.6,0.092,8,0.52,1.52,11.3,1.36,0.21,0.0096,0.0012,2.43,119.8,SPNW
14089,083c1,3,16.2,139.2,19.4,22.7,0.073,24.1,1.47,2.09,12.8,1.89,0.25,0.0116,0.0013,4.02,255.8,SPNW
14090,083c2,3,8.6,31,14.1,7.7,0.144,5.7,0.49,2.32,15.2,2.02,0.32,0.0106,0.0325,3.06,101.3,SPNW
14091,083d1,3,12.9,63.6,22.4,21.4,0.05,8.3,0.52,1.52,7.1,2.05,0.63,0.0116,0.0013,3.48,155.6,SPNW
14092,083d2,3,8.5,88.6,17.4,23.8,0.066,11.2,1.51,2.9,20.1,1.06,0.16,0.0096,0.0014,4.48,189.4,SPNW
14093,084a1,3,9,70.6,14.7,16,0.138,6.6,1.29,2.02,106,1.41,0.19,0.0106,0.0013,3.11,241.7,SPNW
14094,084a2,3,15.6,72.8,21,21,0.168,9.2,0.98,0.93,85.5,1.81,0.34,0.0135,0.0015,3.53,246.4,SPNW
14095,084b1,3,6.4,59.8,8.6,19,0.086,6.1,1.1,1.2,18,1,0.16,0.0087,0.0013,3.64,133.8,SPNW
14096,084b2,3,11.5,92.1,16.9,11.6,0.151,7.8,0.8,4.08,12.4,1.2,0.29,0.0125,0.0015,2.9,174.2,SPNW
14097,084c1,3,9.7,52.5,13.3,11.7,0.063,8.4,0.51,1.47,5.1,0.47,0.22,0.0135,0.0021,3.49,120.4,SPNW
14098,084c2,3,5.9,49.6,8,25.3,0.143,1.8,0.67,1.28,5.9,0.45,0.09,0.0087,0.0012,4.08,111.9,SPNW
14099,084d1,3,7.7,46.8,12.7,16.6,0.04,6,0.88,2.99,9.2,0.75,0.21,0.0106,0.0016,2.27,116.7,SPNW
14100,084d2,3,10.8,52,22,12.4,0.05,7.4,0.44,2.18,16.9,1.55,0.36,0.0144,0.0014,2.88,143.4,SPNW
14101,085a1,3,13,90.2,27.7,25.2,0.096,8.5,0.95,1.77,51,1.24,0.2,0.0144,0.0018,3.68,237.9,SPNW
14102,085a2,3,10.3,46.1,15.6,8.4,0.08,8.5,0.63,7.84,49,1.07,0.2,0.0106,0.0014,2.55,160.9,SPNW
14103,085b1,3,14.3,122.9,22.4,18.5,0.214,12.4,1.41,4.2,124,2.37,0.23,0.0106,0.0016,4.38,337.9,SPNW
14104,085b2,3,16.5,83.3,18.1,25.8,0.061,15,1.39,3.77,40.6,1.38,0.47,0.0116,0.0016,4.47,222.4,SPNW
14105,085c1,3,10.7,64.8,16.2,20,0.106,9.2,0.9,1.95,30.4,1.47,0.22,0.0096,0.0015,8.05,173.6,SPNW
14106,085c2,3,7.8,34,16.3,11.1,0.085,5.9,0.59,2.5,56,1.85,0.21,0.0096,0.0014,2.37,148.3,SPNW
14107,085d1,3,32.5,159.5,43.1,22.2,0.107,15.4,1.16,2.35,19.8,2.05,0.61,0.0096,0.0012,4.17,312.5,SPNW
14108,086a1,3,9.5,61.5,19.3,14.8,0.084,7.8,0.4,3.05,9.7,0.88,0.42,0.0087,0.0013,2.88,139,SPNW
14109,097a1,3,13.3,55.1,27.5,16.3,0.049,8.9,0.35,4.6,3.4,0.28,0.21,0.0108,0.0015,3.34,144.1,SPNW
14110,097a2,3,20.2,110.8,28.2,25.2,0.081,4,1.01,1.66,18.6,2.6,0.26,0.0148,0.0014,3.59,231,SPNW
14111,097b1,3,14.4,100.9,24,19.7,0.087,6.5,0.66,2.44,2.4,2.05,0.37,0.0091,0.0015,4.59,187.2,SPNW
14112,097b2,3,12.8,37.5,13.4,8.5,0.071,3.2,0.34,6.65,13.3,3.12,0.39,0.0097,0.0013,2.2,111.2,SPNW
14113,097c2,3,10.1,57.4,18.3,11.7,0.041,9.9,0.58,3.39,4.3,1.45,0.3,0.0097,0.0015,3.19,130.4,SPNW
14114,097d1,3,8.5,43.3,14.2,11.6,0.065,4,0.46,5.72,17.9,3.09,0.36,0.0114,0.0013,2.9,123.5,SPNW
14115,097d2,3,13.9,65.3,16.5,17.8,0.06,6.6,0.64,3.27,10.6,2.5,0.36,0.008,0.0014,3.87,149.4,SPNW
14116,098a1,3,10.3,82.2,9.8,16.1,0.053,12.3,0.89,6.88,17.7,2.17,0.28,0.0114,0.0013,3.67,173.7,SPNW
14117,098a2,3,8.4,30.8,14.7,5.8,0.041,7.3,0.42,1.45,2.6,0.91,0.27,0.0074,0.0015,2.36,82.45,SPNW
14118,098b1,3,10.1,109,10.6,17,0.053,11.6,0.92,4.34,13.6,1.51,0.25,0.0091,0.0014,3.49,191.6,SPNW
14119,098b2,3,15.2,153.1,11.2,22.1,0.063,23.2,1.24,2.02,9.8,2.13,0.25,0.0108,0.0014,4.08,255.2,SPNW
14120,098c1,3,13.2,103.5,9.1,18.9,0.056,21,1.24,3.62,14.8,1.61,0.2,0.008,0.0015,3.22,198.4,SPNW
14121,098c2,3,8.5,39.8,13.6,10.6,0.061,6.9,0.43,2.07,6.1,2,0.29,0.0091,0.0015,2.78,102.2,SPNW
14122,098d1,3,10.2,82.5,2.2,13.6,0.058,11,1.01,2.22,5.9,1.19,0.2,0.0063,0.0015,3.22,139.6,SPNW
14123,099a1,3,14.8,138.5,9.6,22.4,0.068,16,1.42,2.86,9.6,1.09,0.3,0.0213,0.0015,3.63,241.6,SPNW
14124,099a2,3,17.3,90.9,26.2,17.1,0.084,14.8,1.96,3.05,21,1.72,0.22,0.0168,0.0018,3.1,214.2,SPNW
14125,099b2,3,14.5,113.2,21.6,18,0.07,7.2,1.41,2.54,59.1,2.01,0.27,0.0133,0.0026,3.97,257.2,SPNW
14126,112b1,3,24.1,88.5,26.2,20.7,0.08,11,0.77,2.56,3.9,1.2,0.32,0.0118,0.0013,2.81,193.9,SPNW
14127,113a2,3,9.4,45.8,9.1,7.3,0.053,2.7,0.47,1.77,4.1,1.07,0.11,0.0084,0.0012,2.15,92.42,SPNW
14695,345b2,3,12.5,40.7,13.6,14,0.058,6.4,0.62,0.72,11,0.54,0.27,0.0083,0.0015,4.07,112.8,SPCW2
14696,345c2,3,8.8,43,12.8,11.1,0.073,6.8,0.64,0.97,12.6,0.5,0.34,0.0083,0.0016,2.38,108.3,SPCW2
14697,345d1,3,9.7,35.1,9.9,11.9,0.063,7.2,0.72,1.44,10.1,0.63,0.14,0.0083,0.0014,2.41,97.6,SPCW2
14698,345d2,3,9.9,33,12,11.9,0.063,7.5,0.88,1.2,7.1,0.67,0.25,0.0057,0.0015,1.74,91.9,SPCW2
14699,365c2,3,13,60.2,19.4,7.1,0.078,11.2,1.21,3.52,7.4,0.91,0.53,0.0114,0.0013,22.4,158.3,SPCW2
14700,365d1,3,13.5,63.3,7.2,16.8,0.093,5.2,1.03,0.87,7.8,0.79,0.26,0.0129,0.0014,7.46,137.2,SPCW2
14701,365d2,3,6.6,50,6,18,0.064,5.1,1.41,1.29,17.8,1.33,0.3,0.0114,0.0013,5.19,124.5,SPCW2
14702,366b2,3,7.3,44.5,5.8,13.1,0.066,3.1,0.51,0.69,21.4,1.47,0.26,0.0129,0.0012,2.74,113.8,SPCW2
14703,366c1,3,8.6,62.5,9.1,22.5,0.082,6.1,0.58,1.72,8.6,1.01,0.15,0.0114,0.0013,3.17,135.5,SPCW2
14704,366c2,3,9.2,72.5,6.2,20.7,0.075,5.9,0.99,0.56,13.1,1.23,0.47,0.01,0.0012,4.32,145.2,SPCW2
14705,366d1,3,8.8,84.2,12.5,23.2,0.052,7.3,0.82,1.67,11.8,1,0.29,0.01,0.0014,3.48,165.1,SPCW2
14706,366d2,3,8.5,73.3,20.7,14.3,0.065,8,0.79,1.48,10.3,0.83,0.25,0.01,0.0014,2.5,151,SPCW2
14707,366d3,3,9,72.5,10.7,22.3,0.065,8.3,0.72,1.36,8.6,0.99,0.32,0.01,0.0014,4.75,149.6,SPCW2
14708,367a2,3,8.5,72,6.7,22.1,0.054,6.6,0.61,1.26,6.2,0.8,0.25,0.0114,0.0015,3.21,139.7,SPCW2
14709,367b1,3,5.6,41.2,4.3,14.7,0.045,3.9,0.7,1.06,9.6,0.92,0.21,0.0114,0.0013,4.14,97.78,SPCW2
14710,367b2,3,10.1,144.4,8.6,40.2,0.129,7.2,0.73,0.67,86.4,1.97,0.56,0.0158,0.0014,7.21,324,SPCW2
14711,367c1,3,8.1,85.8,8.1,23.6,0.112,7.1,0.66,3.45,13.5,0.79,0.21,0.0086,0.0013,2.72,162.7,SPCW2
14712,367c2,3,9.3,109.5,5.8,30.5,0.094,4.8,1.34,2.87,9.4,0.91,0.56,0.0201,0.0012,4.19,199.4,SPCW2
14713,367d1,3,8.6,284.9,7.1,131.2,0.106,4.5,0.65,3.96,12.2,0.59,0.26,0.0086,0.0016,4.27,466.9,SPCW2
